period_dt,cat,cpi,coef
1996-01-01,rice,89.74,56.0
1996-02-01,rice,89.9,56.0
1996-03-01,rice,90.07,56.0
1996-04-01,rice,89.85,56.0
1996-05-01,rice,89.91,56.0
1996-06-01,rice,89.55,56.0
1996-07-01,rice,89.33,56.0
1996-08-01,rice,89.82,56.0
1996-09-01,rice,89.71,56.0
1996-10-01,rice,89.54,56.0
1996-11-01,rice,89.38,56.0
1996-12-01,rice,89.13,56.0
1997-01-01,rice,88.93,56.0
1997-02-01,rice,87.39,56.0
1997-03-01,rice,86.62,56.0
1997-04-01,rice,87.8,56.0
1997-05-01,rice,88.01,56.0
1997-06-01,rice,87.99,56.0
1997-07-01,rice,88.2,56.0
1997-08-01,rice,88.2,56.0
1997-09-01,rice,88.28,56.0
1997-10-01,rice,87.98,56.0
1997-11-01,rice,88.23,56.0
1997-12-01,rice,88.94,56.0
1998-01-01,rice,88.78,56.0
1998-02-01,rice,89.1,56.0
1998-03-01,rice,89.03,56.0
1998-04-01,rice,89.31,56.0
1998-05-01,rice,88.86,56.0
1998-06-01,rice,88.04,56.0
1998-07-01,rice,88.2,56.0
1998-08-01,rice,87.11,56.0
1998-09-01,rice,87.73,56.0
1998-10-01,rice,88.13,56.0
1998-11-01,rice,88.06,56.0
1998-12-01,rice,88.51,56.0
1999-01-01,rice,88.52,56.0
1999-02-01,rice,88.32,56.0
1999-03-01,rice,87.7,56.0
1999-04-01,rice,88.05,56.0
1999-05-01,rice,87.79,56.0
1999-06-01,rice,87.19,56.0
1999-07-01,rice,87.4,56.0
1999-08-01,rice,87.11,56.0
1999-09-01,rice,87.56,56.0
1999-10-01,rice,87.05,56.0
1999-11-01,rice,89.33,56.0
1999-12-01,rice,88.81,56.0
2000-01-01,rice,90.45,40.0
2000-02-01,rice,91.2,40.0
2000-03-01,rice,90.66,40.0
2000-04-01,rice,90.91,40.0
2000-05-01,rice,91.54,40.0
2000-06-01,rice,91.4,40.0
2000-07-01,rice,91.19,40.0
2000-08-01,rice,91.42,40.0
2000-09-01,rice,92.02,40.0
2000-10-01,rice,92.76,40.0
2000-11-01,rice,93.37,40.0
2000-12-01,rice,93.08,40.0
2001-01-01,rice,93.77,40.0
2001-02-01,rice,92.92,40.0
2001-03-01,rice,93.57,40.0
2001-04-01,rice,93.76,40.0
2001-05-01,rice,94.04,40.0
2001-06-01,rice,93.67,40.0
2001-07-01,rice,92.59,40.0
2001-08-01,rice,93.77,40.0
2001-09-01,rice,93.86,40.0
2001-10-01,rice,94.33,40.0
2001-11-01,rice,93.22,40.0
2001-12-01,rice,93.03,40.0
2002-01-01,rice,94.17,40.0
2002-02-01,rice,94.29,40.0
2002-03-01,rice,94.01,40.0
2002-04-01,rice,92.39,40.0
2002-05-01,rice,92.12,40.0
2002-06-01,rice,95.38,40.0
2002-07-01,rice,95.69,40.0
2002-08-01,rice,96.12,40.0
2002-09-01,rice,95.65,40.0
2002-10-01,rice,97.19,40.0
2002-11-01,rice,98.11,40.0
2002-12-01,rice,98.81,40.0
2003-01-01,rice,98.13,40.0
2003-02-01,rice,96.66,40.0
2003-03-01,rice,96.54,40.0
2003-04-01,rice,94.52,40.0
2003-05-01,rice,97.03,40.0
2003-06-01,rice,97.2,40.0
2003-07-01,rice,96.38,40.0
2003-08-01,rice,94.67,40.0
2003-09-01,rice,96.24,40.0
2003-10-01,rice,93.23,40.0
2003-11-01,rice,92.33,40.0
2003-12-01,rice,90.57,40.0
2004-01-01,rice,90.26,40.0
2004-02-01,rice,89.43,40.0
2004-03-01,rice,88.58,40.0
2004-04-01,rice,87.67,40.0
2004-05-01,rice,88.91,40.0
2004-06-01,rice,88.52,40.0
2004-07-01,rice,87.71,40.0
2004-08-01,rice,88.24,40.0
2004-09-01,rice,88.21,40.0
2004-10-01,rice,87.46,40.0
2004-11-01,rice,86.64,40.0
2004-12-01,rice,85.52,40.0
2005-01-01,rice,83.71,40.0
2005-02-01,rice,85.47,40.0
2005-03-01,rice,83.4,40.0
2005-04-01,rice,84.11,40.0
2005-05-01,rice,84.05,40.0
2005-06-01,rice,83.66,40.0
2005-07-01,rice,83.01,40.0
2005-08-01,rice,82.55,40.0
2005-09-01,rice,81.66,40.0
2005-10-01,rice,80.65,40.0
2005-11-01,rice,80.78,40.0
2005-12-01,rice,79.56,40.0
2006-01-01,rice,80.46,53.0
2006-02-01,rice,80.4,53.0
2006-03-01,rice,80.57,53.0
2006-04-01,rice,79.9,53.0
2006-05-01,rice,79.85,53.0
2006-06-01,rice,80.0,53.0
2006-07-01,rice,79.36,53.0
2006-08-01,rice,80.69,53.0
2006-09-01,rice,80.94,53.0
2006-10-01,rice,80.53,53.0
2006-11-01,rice,81.21,53.0
2006-12-01,rice,81.66,53.0
2007-01-01,rice,81.3,54.0
2007-02-01,rice,82.06,54.0
2007-03-01,rice,82.49,54.0
2007-04-01,rice,82.5,54.0
2007-05-01,rice,81.65,54.0
2007-06-01,rice,81.11,54.0
2007-07-01,rice,82.23,54.0
2007-08-01,rice,82.34,54.0
2007-09-01,rice,82.9,54.0
2007-10-01,rice,83.09,54.0
2007-11-01,rice,84.02,54.0
2007-12-01,rice,84.02,54.0
2008-01-01,rice,84.51,48.0
2008-02-01,rice,86.31,48.0
2008-03-01,rice,87.23,48.0
2008-04-01,rice,87.39,48.0
2008-05-01,rice,87.43,48.0
2008-06-01,rice,89.0,48.0
2008-07-01,rice,91.78,48.0
2008-08-01,rice,95.9,48.0
2008-09-01,rice,97.92,48.0
2008-10-01,rice,98.48,48.0
2008-11-01,rice,100.06,48.0
2008-12-01,rice,101.12,48.0
2009-01-01,rice,98.66,46.0
2009-02-01,rice,101.89,46.0
2009-03-01,rice,101.9,46.0
2009-04-01,rice,104.77,46.0
2009-05-01,rice,105.25,46.0
2009-06-01,rice,105.49,46.0
2009-07-01,rice,105.23,46.0
2009-08-01,rice,104.38,46.0
2009-09-01,rice,103.46,46.0
2009-10-01,rice,103.97,46.0
2009-11-01,rice,102.44,46.0
2009-12-01,rice,103.79,46.0
2010-01-01,rice,100.84,44.0
2010-02-01,rice,101.92,44.0
2010-03-01,rice,100.96,44.0
2010-04-01,rice,98.18,44.0
2010-05-01,rice,97.78,44.0
2010-06-01,rice,102.3,44.0
2010-07-01,rice,100.63,44.0
2010-08-01,rice,101.9,44.0
2010-09-01,rice,98.76,44.0
2010-10-01,rice,100.64,44.0
2010-11-01,rice,101.01,44.0
2010-12-01,rice,100.94,44.0
2011-01-01,rice,99.11,40.0
2011-02-01,rice,101.62,40.0
2011-03-01,rice,101.2,40.0
2011-04-01,rice,102.71,40.0
2011-05-01,rice,101.3,40.0
2011-06-01,rice,101.5,40.0
2011-07-01,rice,101.38,40.0
2011-08-01,rice,100.7,40.0
2011-09-01,rice,101.59,40.0
2011-10-01,rice,100.43,40.0
2011-11-01,rice,99.43,40.0
2011-12-01,rice,100.45,40.0
2012-01-01,rice,99.87,43.0
2012-02-01,rice,100.71,43.0
2012-03-01,rice,95.57,43.0
2012-04-01,rice,99.89,43.0
2012-05-01,rice,99.55,43.0
2012-06-01,rice,99.34,43.0
2012-07-01,rice,97.49,43.0
2012-08-01,rice,94.5,43.0
2012-09-01,rice,98.76,43.0
2012-10-01,rice,98.81,43.0
2012-11-01,rice,97.07,43.0
2012-12-01,rice,100.4,43.0
2013-01-01,rice,98.61,42.0
2013-02-01,rice,99.94,42.0
2013-03-01,rice,99.53,42.0
2013-04-01,rice,96.16,42.0
2013-05-01,rice,99.52,42.0
2013-06-01,rice,99.21,42.0
2013-07-01,rice,102.22,42.0
2013-08-01,rice,102.39,42.0
2013-09-01,rice,101.65,42.0
2013-10-01,rice,98.9,42.0
2013-11-01,rice,101.2,42.0
2013-12-01,rice,102.53,42.0
2014-01-01,rice,102.36,38.0
2014-02-01,rice,101.4,38.0
2014-03-01,rice,99.47,38.0
2014-04-01,rice,102.1,38.0
2014-05-01,rice,100.24,38.0
2014-06-01,rice,102.95,38.0
2014-07-01,rice,101.51,38.0
2014-08-01,rice,100.14,38.0
2014-09-01,rice,101.64,38.0
2014-10-01,rice,102.72,38.0
2014-11-01,rice,102.33,38.0
2014-12-01,rice,102.81,38.0
2015-01-01,rice,101.81,52.0
2015-02-01,rice,101.11,52.0
2015-03-01,rice,101.39,52.0
2015-04-01,rice,98.34,52.0
2015-05-01,rice,100.44,52.0
2015-06-01,rice,98.6,52.0
2015-07-01,rice,101.08,52.0
2015-08-01,rice,101.3,52.0
2015-09-01,rice,100.5,52.0
2015-10-01,rice,99.62,52.0
2015-11-01,rice,99.35,52.0
2015-12-01,rice,96.45,52.0
2016-01-01,rice,97.14,66.0
2016-02-01,rice,96.68,66.0
2016-03-01,rice,96.27,66.0
2016-04-01,rice,96.81,66.0
2016-05-01,rice,96.44,66.0
2016-06-01,rice,97.38,66.0
2016-07-01,rice,97.45,66.0
2016-08-01,rice,94.33,66.0
2016-09-01,rice,97.96,66.0
2016-10-01,rice,97.47,66.0
2016-11-01,rice,97.9,66.0
2016-12-01,rice,96.89,66.0
2017-01-01,rice,95.76,73.0
2017-02-01,rice,96.02,73.0
2017-03-01,rice,100.24,73.0
2017-04-01,rice,98.15,73.0
2017-05-01,rice,99.04,73.0
2017-06-01,rice,102.87,73.0
2017-07-01,rice,102.55,73.0
2017-08-01,rice,102.41,73.0
2017-09-01,rice,98.18,73.0
2017-10-01,rice,101.59,73.0
2017-11-01,rice,100.54,73.0
2017-12-01,rice,96.87,73.0
2018-01-01,rice,95.67,61.0
2018-02-01,rice,95.73,61.0
2018-03-01,rice,98.91,61.0
2018-04-01,rice,98.44,61.0
2018-05-01,rice,98.9,61.0
2018-06-01,rice,97.52,61.0
2018-07-01,rice,98.12,61.0
2018-08-01,rice,93.97,61.0
2018-09-01,rice,97.12,61.0
2018-10-01,rice,98.07,61.0
2018-11-01,rice,96.22,61.0
2018-12-01,rice,97.71,61.0
2019-01-01,rice,99.32,90.0
2019-02-01,rice,99.1,90.0
2019-03-01,rice,99.18,90.0
2019-04-01,rice,99.44,90.0
2019-05-01,rice,99.29,90.0
2019-06-01,rice,98.38,90.0
2019-07-01,rice,98.22,90.0
2019-08-01,rice,96.87,90.0
2019-09-01,rice,99.61,90.0
2019-10-01,rice,97.97,90.0
2019-11-01,rice,99.38,90.0
2019-12-01,rice,101.31,90.0
2020-01-01,rice,100.76,86.0
2020-02-01,rice,99.75,86.0
2020-03-01,rice,100.78,86.0
2020-04-01,rice,100.93,86.0
2020-05-01,rice,101.89,86.0
2020-06-01,rice,101.0,86.0
2020-07-01,rice,100.62,86.0
2020-08-01,rice,99.9,86.0
2020-09-01,rice,102.42,86.0
2020-10-01,rice,101.81,86.0
2020-11-01,rice,100.54,86.0
2020-12-01,rice,103.1,86.0
2021-01-01,rice,102.13,102.0
2021-02-01,rice,100.55,102.0
2021-03-01,rice,101.09,102.0
2021-04-01,rice,99.27,102.0
2021-05-01,rice,100.9,102.0
2021-06-01,rice,101.09,102.0
2021-07-01,rice,99.74,102.0
2021-08-01,rice,101.48,102.0
2021-09-01,rice,100.57,102.0
2021-10-01,rice,100.4,102.0
2021-11-01,rice,101.21,102.0
2021-12-01,rice,102.46,102.0
2022-01-01,rice,104.78,87.0
2022-02-01,rice,101.75,87.0
2022-03-01,rice,105.52,87.0
2022-04-01,rice,108.07,87.0
2022-05-01,rice,108.23,87.0
2022-06-01,rice,110.65,87.0
2022-07-01,rice,110.9,87.0
2022-08-01,rice,112.22,87.0
2022-09-01,rice,111.8,87.0
2022-10-01,rice,112.98,87.0
2022-11-01,rice,116.94,87.0
2022-12-01,rice,120.97,87.0
2023-01-01,rice,122.61,81.0
2023-02-01,rice,122.21,81.0
1996-01-01,bread,67.56,938.0
1996-02-01,bread,67.68,938.0
1996-03-01,bread,67.69,938.0
1996-04-01,bread,67.84,938.0
1996-05-01,bread,67.72,938.0
1996-06-01,bread,67.95,938.0
1996-07-01,bread,67.62,938.0
1996-08-01,bread,67.67,938.0
1996-09-01,bread,67.5,938.0
1996-10-01,bread,68.15,938.0
1996-11-01,bread,67.53,938.0
1996-12-01,bread,67.92,938.0
1997-01-01,bread,67.54,938.0
1997-02-01,bread,67.69,938.0
1997-03-01,bread,67.62,938.0
1997-04-01,bread,67.34,938.0
1997-05-01,bread,67.88,938.0
1997-06-01,bread,67.72,938.0
1997-07-01,bread,67.72,938.0
1997-08-01,bread,67.71,938.0
1997-09-01,bread,67.69,938.0
1997-10-01,bread,67.7,938.0
1997-11-01,bread,68.02,938.0
1997-12-01,bread,67.94,938.0
1998-01-01,bread,67.98,938.0
1998-02-01,bread,67.99,938.0
1998-03-01,bread,68.19,938.0
1998-04-01,bread,68.25,938.0
1998-05-01,bread,68.09,938.0
1998-06-01,bread,68.3,938.0
1998-07-01,bread,68.31,938.0
1998-08-01,bread,68.35,938.0
1998-09-01,bread,68.51,938.0
1998-10-01,bread,68.78,938.0
1998-11-01,bread,69.18,938.0
1998-12-01,bread,69.05,938.0
1999-01-01,bread,68.92,938.0
1999-02-01,bread,69.5,938.0
1999-03-01,bread,69.64,938.0
1999-04-01,bread,69.68,938.0
1999-05-01,bread,69.74,938.0
1999-06-01,bread,70.01,938.0
1999-07-01,bread,69.97,938.0
1999-08-01,bread,70.21,938.0
1999-09-01,bread,70.24,938.0
1999-10-01,bread,70.36,938.0
1999-11-01,bread,70.18,938.0
1999-12-01,bread,70.3,938.0
2000-01-01,bread,70.27,637.0
2000-02-01,bread,70.5,637.0
2000-03-01,bread,71.2,637.0
2000-04-01,bread,70.24,637.0
2000-05-01,bread,70.53,637.0
2000-06-01,bread,70.83,637.0
2000-07-01,bread,70.54,637.0
2000-08-01,bread,70.84,637.0
2000-09-01,bread,71.56,637.0
2000-10-01,bread,72.33,637.0
2000-11-01,bread,72.45,637.0
2000-12-01,bread,72.6,637.0
2001-01-01,bread,73.07,637.0
2001-02-01,bread,73.15,637.0
2001-03-01,bread,73.32,637.0
2001-04-01,bread,73.8,637.0
2001-05-01,bread,73.78,637.0
2001-06-01,bread,73.62,637.0
2001-07-01,bread,74.03,637.0
2001-08-01,bread,74.26,637.0
2001-09-01,bread,74.4,637.0
2001-10-01,bread,74.55,637.0
2001-11-01,bread,74.56,637.0
2001-12-01,bread,74.87,637.0
2002-01-01,bread,75.26,637.0
2002-02-01,bread,75.52,637.0
2002-03-01,bread,75.49,637.0
2002-04-01,bread,76.03,637.0
2002-05-01,bread,76.34,637.0
2002-06-01,bread,76.34,637.0
2002-07-01,bread,76.66,637.0
2002-08-01,bread,76.92,637.0
2002-09-01,bread,76.77,637.0
2002-10-01,bread,76.82,637.0
2002-11-01,bread,77.06,637.0
2002-12-01,bread,77.31,637.0
2003-01-01,bread,77.75,637.0
2003-02-01,bread,77.75,637.0
2003-03-01,bread,77.96,637.0
2003-04-01,bread,78.31,637.0
2003-05-01,bread,78.48,637.0
2003-06-01,bread,79.16,637.0
2003-07-01,bread,79.08,637.0
2003-08-01,bread,79.02,637.0
2003-09-01,bread,79.19,637.0
2003-10-01,bread,79.4,637.0
2003-11-01,bread,78.99,637.0
2003-12-01,bread,79.36,637.0
2004-01-01,bread,79.08,637.0
2004-02-01,bread,79.41,637.0
2004-03-01,bread,79.46,637.0
2004-04-01,bread,79.56,637.0
2004-05-01,bread,79.34,637.0
2004-06-01,bread,79.58,637.0
2004-07-01,bread,79.01,637.0
2004-08-01,bread,78.82,637.0
2004-09-01,bread,79.12,637.0
2004-10-01,bread,78.94,637.0
2004-11-01,bread,78.94,637.0
2004-12-01,bread,79.56,637.0
2005-01-01,bread,79.62,637.0
2005-02-01,bread,79.35,637.0
2005-03-01,bread,79.47,637.0
2005-04-01,bread,79.27,637.0
2005-05-01,bread,79.62,637.0
2005-06-01,bread,79.47,637.0
2005-07-01,bread,79.45,637.0
2005-08-01,bread,79.42,637.0
2005-09-01,bread,79.58,637.0
2005-10-01,bread,80.05,637.0
2005-11-01,bread,79.99,637.0
2005-12-01,bread,80.7,637.0
2006-01-01,bread,80.7,779.0
2006-02-01,bread,80.53,779.0
2006-03-01,bread,80.76,779.0
2006-04-01,bread,79.86,779.0
2006-05-01,bread,80.42,779.0
2006-06-01,bread,80.76,779.0
2006-07-01,bread,79.76,779.0
2006-08-01,bread,79.53,779.0
2006-09-01,bread,79.65,779.0
2006-10-01,bread,79.6,779.0
2006-11-01,bread,80.43,779.0
2006-12-01,bread,80.12,779.0
2007-01-01,bread,80.17,768.0
2007-02-01,bread,80.77,768.0
2007-03-01,bread,81.28,768.0
2007-04-01,bread,81.52,768.0
2007-05-01,bread,81.44,768.0
2007-06-01,bread,81.07,768.0
2007-07-01,bread,80.81,768.0
2007-08-01,bread,81.52,768.0
2007-09-01,bread,81.94,768.0
2007-10-01,bread,85.12,768.0
2007-11-01,bread,86.91,768.0
2007-12-01,bread,87.29,768.0
2008-01-01,bread,87.64,818.0
2008-02-01,bread,87.58,818.0
2008-03-01,bread,88.13,818.0
2008-04-01,bread,88.43,818.0
2008-05-01,bread,89.08,818.0
2008-06-01,bread,89.47,818.0
2008-07-01,bread,89.6,818.0
2008-08-01,bread,89.73,818.0
2008-09-01,bread,89.98,818.0
2008-10-01,bread,90.51,818.0
2008-11-01,bread,90.52,818.0
2008-12-01,bread,90.37,818.0
2009-01-01,bread,90.7,772.0
2009-02-01,bread,90.65,772.0
2009-03-01,bread,90.78,772.0
2009-04-01,bread,90.9,772.0
2009-05-01,bread,90.75,772.0
2009-06-01,bread,90.71,772.0
2009-07-01,bread,90.43,772.0
2009-08-01,bread,90.2,772.0
2009-09-01,bread,90.65,772.0
2009-10-01,bread,90.7,772.0
2009-11-01,bread,90.37,772.0
2009-12-01,bread,91.17,772.0
2010-01-01,bread,90.93,837.0
2010-02-01,bread,90.97,837.0
2010-03-01,bread,90.61,837.0
2010-04-01,bread,90.82,837.0
2010-05-01,bread,90.88,837.0
2010-06-01,bread,91.5,837.0
2010-07-01,bread,91.61,837.0
2010-08-01,bread,91.64,837.0
2010-09-01,bread,91.79,837.0
2010-10-01,bread,91.46,837.0
2010-11-01,bread,91.84,837.0
2010-12-01,bread,91.88,837.0
2011-01-01,bread,92.48,814.0
2011-02-01,bread,93.34,814.0
2011-03-01,bread,94.06,814.0
2011-04-01,bread,94.39,814.0
2011-05-01,bread,94.3,814.0
2011-06-01,bread,94.34,814.0
2011-07-01,bread,94.86,814.0
2011-08-01,bread,94.71,814.0
2011-09-01,bread,95.25,814.0
2011-10-01,bread,95.11,814.0
2011-11-01,bread,95.44,814.0
2011-12-01,bread,95.6,814.0
2012-01-01,bread,96.32,856.0
2012-02-01,bread,96.31,856.0
2012-03-01,bread,96.9,856.0
2012-04-01,bread,96.25,856.0
2012-05-01,bread,97.09,856.0
2012-06-01,bread,97.19,856.0
2012-07-01,bread,96.88,856.0
2012-08-01,bread,97.04,856.0
2012-09-01,bread,97.79,856.0
2012-10-01,bread,98.43,856.0
2012-11-01,bread,97.49,856.0
2012-12-01,bread,98.87,856.0
2013-01-01,bread,98.36,829.0
2013-02-01,bread,99.94,829.0
2013-03-01,bread,100.06,829.0
2013-04-01,bread,99.37,829.0
2013-05-01,bread,99.75,829.0
2013-06-01,bread,100.29,829.0
2013-07-01,bread,100.32,829.0
2013-08-01,bread,100.53,829.0
2013-09-01,bread,100.61,829.0
2013-10-01,bread,100.42,829.0
2013-11-01,bread,99.94,829.0
2013-12-01,bread,100.74,829.0
2014-01-01,bread,99.85,938.0
2014-02-01,bread,100.66,938.0
2014-03-01,bread,100.02,938.0
2014-04-01,bread,99.68,938.0
2014-05-01,bread,99.19,938.0
2014-06-01,bread,99.45,938.0
2014-07-01,bread,100.29,938.0
2014-08-01,bread,100.27,938.0
2014-09-01,bread,99.76,938.0
2014-10-01,bread,100.3,938.0
2014-11-01,bread,99.87,938.0
2014-12-01,bread,100.62,938.0
2015-01-01,bread,100.73,1004.0
2015-02-01,bread,101.1,1004.0
2015-03-01,bread,100.61,1004.0
2015-04-01,bread,100.23,1004.0
2015-05-01,bread,100.58,1004.0
2015-06-01,bread,100.69,1004.0
2015-07-01,bread,100.24,1004.0
2015-08-01,bread,100.32,1004.0
2015-09-01,bread,99.48,1004.0
2015-10-01,bread,98.84,1004.0
2015-11-01,bread,98.8,1004.0
2015-12-01,bread,98.37,1004.0
2016-01-01,bread,98.54,808.0
2016-02-01,bread,99.02,808.0
2016-03-01,bread,98.68,808.0
2016-04-01,bread,99.21,808.0
2016-05-01,bread,99.24,808.0
2016-06-01,bread,99.24,808.0
2016-07-01,bread,99.22,808.0
2016-08-01,bread,99.01,808.0
2016-09-01,bread,98.9,808.0
2016-10-01,bread,98.95,808.0
2016-11-01,bread,98.19,808.0
2016-12-01,bread,98.95,808.0
2017-01-01,bread,98.78,826.0
2017-02-01,bread,98.71,826.0
2017-03-01,bread,98.73,826.0
2017-04-01,bread,98.41,826.0
2017-05-01,bread,99.31,826.0
2017-06-01,bread,99.52,826.0
2017-07-01,bread,99.69,826.0
2017-08-01,bread,99.41,826.0
2017-09-01,bread,99.96,826.0
2017-10-01,bread,99.57,826.0
2017-11-01,bread,99.98,826.0
2017-12-01,bread,99.95,826.0
2018-01-01,bread,99.29,828.0
2018-02-01,bread,99.14,828.0
2018-03-01,bread,99.64,828.0
2018-04-01,bread,99.48,828.0
2018-05-01,bread,99.51,828.0
2018-06-01,bread,98.91,828.0
2018-07-01,bread,99.82,828.0
2018-08-01,bread,99.37,828.0
2018-09-01,bread,99.19,828.0
2018-10-01,bread,97.81,828.0
2018-11-01,bread,100.76,828.0
2018-12-01,bread,100.83,828.0
2019-01-01,bread,102.65,774.0
2019-02-01,bread,104.21,774.0
2019-03-01,bread,103.66,774.0
2019-04-01,bread,103.26,774.0
2019-05-01,bread,104.28,774.0
2019-06-01,bread,104.38,774.0
2019-07-01,bread,104.53,774.0
2019-08-01,bread,104.09,774.0
2019-09-01,bread,104.5,774.0
2019-10-01,bread,104.5,774.0
2019-11-01,bread,104.88,774.0
2019-12-01,bread,103.51,774.0
2020-01-01,bread,103.72,765.0
2020-02-01,bread,103.97,765.0
2020-03-01,bread,104.95,765.0
2020-04-01,bread,105.54,765.0
2020-05-01,bread,104.74,765.0
2020-06-01,bread,104.71,765.0
2020-07-01,bread,104.13,765.0
2020-08-01,bread,104.73,765.0
2020-09-01,bread,104.75,765.0
2020-10-01,bread,104.7,765.0
2020-11-01,bread,104.97,765.0
2020-12-01,bread,104.46,765.0
2021-01-01,bread,103.63,828.0
2021-02-01,bread,104.73,828.0
2021-03-01,bread,104.45,828.0
2021-04-01,bread,104.13,828.0
2021-05-01,bread,104.71,828.0
2021-06-01,bread,104.55,828.0
2021-07-01,bread,104.79,828.0
2021-08-01,bread,104.61,828.0
2021-09-01,bread,105.2,828.0
2021-10-01,bread,105.14,828.0
2021-11-01,bread,104.65,828.0
2021-12-01,bread,105.34,828.0
2022-01-01,bread,107.73,797.0
2022-02-01,bread,109.33,797.0
2022-03-01,bread,110.0,797.0
2022-04-01,bread,111.24,797.0
2022-05-01,bread,111.49,797.0
2022-06-01,bread,113.05,797.0
2022-07-01,bread,114.05,797.0
2022-08-01,bread,114.7,797.0
2022-09-01,bread,115.07,797.0
2022-10-01,bread,115.69,797.0
2022-11-01,bread,120.79,797.0
2022-12-01,bread,123.69,797.0
2023-01-01,bread,128.53,796.0
2023-02-01,bread,133.07,796.0
1996-01-01,pasta_couscous,106.61,51.0
1996-02-01,pasta_couscous,105.91,51.0
1996-03-01,pasta_couscous,106.36,51.0
1996-04-01,pasta_couscous,106.13,51.0
1996-05-01,pasta_couscous,106.51,51.0
1996-06-01,pasta_couscous,108.48,51.0
1996-07-01,pasta_couscous,107.88,51.0
1996-08-01,pasta_couscous,107.29,51.0
1996-09-01,pasta_couscous,106.47,51.0
1996-10-01,pasta_couscous,107.07,51.0
1996-11-01,pasta_couscous,106.93,51.0
1996-12-01,pasta_couscous,106.87,51.0
1997-01-01,pasta_couscous,107.72,51.0
1997-02-01,pasta_couscous,107.47,51.0
1997-03-01,pasta_couscous,107.51,51.0
1997-04-01,pasta_couscous,106.68,51.0
1997-05-01,pasta_couscous,107.43,51.0
1997-06-01,pasta_couscous,106.76,51.0
1997-07-01,pasta_couscous,106.8,51.0
1997-08-01,pasta_couscous,106.23,51.0
1997-09-01,pasta_couscous,105.05,51.0
1997-10-01,pasta_couscous,104.76,51.0
1997-11-01,pasta_couscous,104.8,51.0
1997-12-01,pasta_couscous,106.7,51.0
1998-01-01,pasta_couscous,105.44,51.0
1998-02-01,pasta_couscous,105.58,51.0
1998-03-01,pasta_couscous,105.59,51.0
1998-04-01,pasta_couscous,105.44,51.0
1998-05-01,pasta_couscous,105.36,51.0
1998-06-01,pasta_couscous,104.19,51.0
1998-07-01,pasta_couscous,102.53,51.0
1998-08-01,pasta_couscous,102.27,51.0
1998-09-01,pasta_couscous,101.57,51.0
1998-10-01,pasta_couscous,100.79,51.0
1998-11-01,pasta_couscous,100.8,51.0
1998-12-01,pasta_couscous,101.64,51.0
1999-01-01,pasta_couscous,101.47,51.0
1999-02-01,pasta_couscous,98.91,51.0
1999-03-01,pasta_couscous,98.45,51.0
1999-04-01,pasta_couscous,97.44,51.0
1999-05-01,pasta_couscous,97.62,51.0
1999-06-01,pasta_couscous,98.01,51.0
1999-07-01,pasta_couscous,97.74,51.0
1999-08-01,pasta_couscous,97.32,51.0
1999-09-01,pasta_couscous,96.56,51.0
1999-10-01,pasta_couscous,97.64,51.0
1999-11-01,pasta_couscous,97.25,51.0
1999-12-01,pasta_couscous,96.92,51.0
2000-01-01,pasta_couscous,94.43,41.0
2000-02-01,pasta_couscous,89.33,41.0
2000-03-01,pasta_couscous,89.52,41.0
2000-04-01,pasta_couscous,89.42,41.0
2000-05-01,pasta_couscous,89.51,41.0
2000-06-01,pasta_couscous,89.98,41.0
2000-07-01,pasta_couscous,89.57,41.0
2000-08-01,pasta_couscous,90.29,41.0
2000-09-01,pasta_couscous,88.69,41.0
2000-10-01,pasta_couscous,89.24,41.0
2000-11-01,pasta_couscous,90.82,41.0
2000-12-01,pasta_couscous,91.45,41.0
2001-01-01,pasta_couscous,96.09,41.0
2001-02-01,pasta_couscous,97.93,41.0
2001-03-01,pasta_couscous,98.11,41.0
2001-04-01,pasta_couscous,99.09,41.0
2001-05-01,pasta_couscous,99.19,41.0
2001-06-01,pasta_couscous,98.91,41.0
2001-07-01,pasta_couscous,99.69,41.0
2001-08-01,pasta_couscous,100.19,41.0
2001-09-01,pasta_couscous,100.29,41.0
2001-10-01,pasta_couscous,100.56,41.0
2001-11-01,pasta_couscous,100.8,41.0
2001-12-01,pasta_couscous,101.54,41.0
2002-01-01,pasta_couscous,102.08,41.0
2002-02-01,pasta_couscous,101.4,41.0
2002-03-01,pasta_couscous,100.92,41.0
2002-04-01,pasta_couscous,102.79,41.0
2002-05-01,pasta_couscous,103.18,41.0
2002-06-01,pasta_couscous,104.57,41.0
2002-07-01,pasta_couscous,104.73,41.0
2002-08-01,pasta_couscous,105.77,41.0
2002-09-01,pasta_couscous,105.2,41.0
2002-10-01,pasta_couscous,104.93,41.0
2002-11-01,pasta_couscous,104.71,41.0
2002-12-01,pasta_couscous,104.57,41.0
2003-01-01,pasta_couscous,103.02,41.0
2003-02-01,pasta_couscous,103.49,41.0
2003-03-01,pasta_couscous,102.89,41.0
2003-04-01,pasta_couscous,103.99,41.0
2003-05-01,pasta_couscous,103.56,41.0
2003-06-01,pasta_couscous,103.72,41.0
2003-07-01,pasta_couscous,104.39,41.0
2003-08-01,pasta_couscous,104.0,41.0
2003-09-01,pasta_couscous,103.23,41.0
2003-10-01,pasta_couscous,103.01,41.0
2003-11-01,pasta_couscous,98.19,41.0
2003-12-01,pasta_couscous,95.94,41.0
2004-01-01,pasta_couscous,95.05,41.0
