period_dt,cat,cpi,coef
2009-04-01,new_cars,89.19,2238.0
2009-05-01,new_cars,89.42,2238.0
2009-06-01,new_cars,89.31,2238.0
2009-07-01,new_cars,89.08,2238.0
2009-08-01,new_cars,89.13,2238.0
2009-09-01,new_cars,89.2,2238.0
2009-10-01,new_cars,88.95,2238.0
2009-11-01,new_cars,88.96,2238.0
2009-12-01,new_cars,88.87,2238.0
2010-01-01,new_cars,89.55,1693.0
2010-02-01,new_cars,89.33,1693.0
2010-03-01,new_cars,89.61,1693.0
2010-04-01,new_cars,88.6,1693.0
2010-05-01,new_cars,88.62,1693.0
2010-06-01,new_cars,88.63,1693.0
2010-07-01,new_cars,88.91,1693.0
2010-08-01,new_cars,88.59,1693.0
2010-09-01,new_cars,88.66,1693.0
2010-10-01,new_cars,88.44,1693.0
2010-11-01,new_cars,88.09,1693.0
2010-12-01,new_cars,87.56,1693.0
2011-01-01,new_cars,88.03,2002.0
2011-02-01,new_cars,88.09,2002.0
2011-03-01,new_cars,88.14,2002.0
2011-04-01,new_cars,87.99,2002.0
2011-05-01,new_cars,88.16,2002.0
2011-06-01,new_cars,88.11,2002.0
2011-07-01,new_cars,88.24,2002.0
2011-08-01,new_cars,88.19,2002.0
2011-09-01,new_cars,87.97,2002.0
2011-10-01,new_cars,87.97,2002.0
2011-11-01,new_cars,87.82,2002.0
2011-12-01,new_cars,87.8,2002.0
2012-01-01,new_cars,88.27,2079.0
2012-02-01,new_cars,88.03,2079.0
2012-03-01,new_cars,87.62,2079.0
2012-04-01,new_cars,87.72,2079.0
2012-05-01,new_cars,87.72,2079.0
2012-06-01,new_cars,87.95,2079.0
2012-07-01,new_cars,92.03,2079.0
2012-08-01,new_cars,92.03,2079.0
2012-09-01,new_cars,89.77,2079.0
2012-10-01,new_cars,91.59,2079.0
2012-11-01,new_cars,91.56,2079.0
2012-12-01,new_cars,91.56,2079.0
2013-01-01,new_cars,95.13,1833.0
2013-02-01,new_cars,95.13,1833.0
2013-03-01,new_cars,95.31,1833.0
2013-04-01,new_cars,95.06,1833.0
2013-05-01,new_cars,95.06,1833.0
2013-06-01,new_cars,95.06,1833.0
2013-07-01,new_cars,95.02,1833.0
2013-08-01,new_cars,94.98,1833.0
2013-09-01,new_cars,94.98,1833.0
2013-10-01,new_cars,94.98,1833.0
2013-11-01,new_cars,95.42,1833.0
2013-12-01,new_cars,95.2,1833.0
2014-01-01,new_cars,97.57,1611.0
2014-02-01,new_cars,97.64,1611.0
2014-03-01,new_cars,97.45,1611.0
2014-04-01,new_cars,97.09,1611.0
2014-05-01,new_cars,97.14,1611.0
2014-06-01,new_cars,96.73,1611.0
2014-07-01,new_cars,96.61,1611.0
2014-08-01,new_cars,97.07,1611.0
2014-09-01,new_cars,96.91,1611.0
2014-10-01,new_cars,96.99,1611.0
2014-11-01,new_cars,97.02,1611.0
2014-12-01,new_cars,97.02,1611.0
2015-01-01,new_cars,100.16,1859.0
2015-02-01,new_cars,100.03,1859.0
2015-03-01,new_cars,100.05,1859.0
2015-04-01,new_cars,99.63,1859.0
2015-05-01,new_cars,99.52,1859.0
2015-06-01,new_cars,99.75,1859.0
2015-07-01,new_cars,99.73,1859.0
2015-08-01,new_cars,99.73,1859.0
2015-09-01,new_cars,100.27,1859.0
2015-10-01,new_cars,100.31,1859.0
2015-11-01,new_cars,100.4,1859.0
2015-12-01,new_cars,100.4,1859.0
2016-01-01,new_cars,101.82,1756.0
2016-02-01,new_cars,101.7,1756.0
2016-03-01,new_cars,101.76,1756.0
2016-04-01,new_cars,101.75,1756.0
2016-05-01,new_cars,101.81,1756.0
2016-06-01,new_cars,101.96,1756.0
2016-07-01,new_cars,102.11,1756.0
2016-08-01,new_cars,102.15,1756.0
2016-09-01,new_cars,102.13,1756.0
2016-10-01,new_cars,102.05,1756.0
2016-11-01,new_cars,101.61,1756.0
2016-12-01,new_cars,101.61,1756.0
2017-01-01,new_cars,103.62,1831.0
2017-02-01,new_cars,103.64,1831.0
2017-03-01,new_cars,103.45,1831.0
2017-04-01,new_cars,103.49,1831.0
2017-05-01,new_cars,104.2,1831.0
2017-06-01,new_cars,104.31,1831.0
2017-07-01,new_cars,104.55,1831.0
2017-08-01,new_cars,104.6,1831.0
2017-09-01,new_cars,104.63,1831.0
2017-10-01,new_cars,104.91,1831.0
2017-11-01,new_cars,105.23,1831.0
2017-12-01,new_cars,105.23,1831.0
2018-01-01,new_cars,107.02,1945.0
2018-02-01,new_cars,107.02,1945.0
2018-03-01,new_cars,107.48,1945.0
2018-04-01,new_cars,107.68,1945.0
2018-05-01,new_cars,108.66,1945.0
2018-06-01,new_cars,108.56,1945.0
2018-07-01,new_cars,108.67,1945.0
2018-08-01,new_cars,109.71,1945.0
2018-09-01,new_cars,109.94,1945.0
2018-10-01,new_cars,110.03,1945.0
2018-11-01,new_cars,109.97,1945.0
2018-12-01,new_cars,110.08,1945.0
2019-01-01,new_cars,110.93,1308.0
2019-02-01,new_cars,110.93,1308.0
2019-03-01,new_cars,110.93,1308.0
2019-04-01,new_cars,110.89,1308.0
2019-05-01,new_cars,110.83,1308.0
2019-06-01,new_cars,110.7,1308.0
2019-07-01,new_cars,111.05,1308.0
2019-08-01,new_cars,111.41,1308.0
2019-09-01,new_cars,111.45,1308.0
2019-10-01,new_cars,111.55,1308.0
2019-11-01,new_cars,111.91,1308.0
2019-12-01,new_cars,111.93,1308.0
2020-01-01,new_cars,114.12,1112.0
2020-02-01,new_cars,114.31,1112.0
2020-03-01,new_cars,114.42,1112.0
2020-04-01,new_cars,114.63,1112.0
2020-05-01,new_cars,114.8,1112.0
2020-06-01,new_cars,114.8,1112.0
2020-07-01,new_cars,115.39,1112.0
2020-08-01,new_cars,115.39,1112.0
2020-09-01,new_cars,115.32,1112.0
2020-10-01,new_cars,114.95,1112.0
2020-11-01,new_cars,114.6,1112.0
2020-12-01,new_cars,114.6,1112.0
2021-01-01,new_cars,118.32,1024.0
2021-02-01,new_cars,118.44,1024.0
2021-03-01,new_cars,118.72,1024.0
2021-04-01,new_cars,118.86,1024.0
2021-05-01,new_cars,118.28,1024.0
2021-06-01,new_cars,118.47,1024.0
2021-07-01,new_cars,119.26,1024.0
2021-08-01,new_cars,119.49,1024.0
2021-09-01,new_cars,119.64,1024.0
2021-10-01,new_cars,119.52,1024.0
2021-11-01,new_cars,119.63,1024.0
2021-12-01,new_cars,119.77,1024.0
2022-01-01,new_cars,123.65,1010.0
2022-02-01,new_cars,123.95,1010.0
2022-03-01,new_cars,124.45,1010.0
2022-04-01,new_cars,125.04,1010.0
2022-05-01,new_cars,126.17,1010.0
2022-06-01,new_cars,127.08,1010.0
2022-07-01,new_cars,127.44,1010.0
2022-08-01,new_cars,127.8,1010.0
2022-09-01,new_cars,128.56,1010.0
2022-10-01,new_cars,129.07,1010.0
2022-11-01,new_cars,129.59,1010.0
2022-12-01,new_cars,129.89,1010.0
2023-01-01,new_cars,132.94,1055.0
2023-02-01,new_cars,133.07,1055.0
1996-01-01,flights_intern,50.91,484.0
1996-02-01,flights_intern,50.68,484.0
1996-03-01,flights_intern,50.55,484.0
1996-04-01,flights_intern,50.65,484.0
1996-05-01,flights_intern,50.61,484.0
1996-06-01,flights_intern,50.54,484.0
1996-07-01,flights_intern,50.52,484.0
1996-08-01,flights_intern,50.51,484.0
1996-09-01,flights_intern,50.56,484.0
1996-10-01,flights_intern,50.7,484.0
1996-11-01,flights_intern,50.87,484.0
1996-12-01,flights_intern,50.99,484.0
1997-01-01,flights_intern,51.3,484.0
1997-02-01,flights_intern,51.61,484.0
1997-03-01,flights_intern,51.85,484.0
1997-04-01,flights_intern,52.28,484.0
1997-05-01,flights_intern,52.63,484.0
1997-06-01,flights_intern,52.87,484.0
1997-07-01,flights_intern,52.77,484.0
1997-08-01,flights_intern,52.68,484.0
1997-09-01,flights_intern,52.67,484.0
1997-10-01,flights_intern,52.75,484.0
1997-11-01,flights_intern,52.78,484.0
1997-12-01,flights_intern,52.81,484.0
1998-01-01,flights_intern,52.8,484.0
1998-02-01,flights_intern,52.8,484.0
1998-03-01,flights_intern,52.76,484.0
1998-04-01,flights_intern,54.55,484.0
1998-05-01,flights_intern,54.31,484.0
1998-06-01,flights_intern,54.06,484.0
1998-07-01,flights_intern,54.27,484.0
1998-08-01,flights_intern,54.36,484.0
1998-09-01,flights_intern,54.42,484.0
1998-10-01,flights_intern,54.49,484.0
1998-11-01,flights_intern,54.43,484.0
1998-12-01,flights_intern,54.64,484.0
1999-01-01,flights_intern,54.89,484.0
1999-02-01,flights_intern,55.14,484.0
1999-03-01,flights_intern,55.16,484.0
1999-04-01,flights_intern,53.81,484.0
1999-05-01,flights_intern,53.81,484.0
1999-06-01,flights_intern,53.81,484.0
1999-07-01,flights_intern,54.52,484.0
1999-08-01,flights_intern,54.52,484.0
1999-09-01,flights_intern,54.07,484.0
1999-10-01,flights_intern,54.21,484.0
1999-11-01,flights_intern,53.92,484.0
1999-12-01,flights_intern,53.34,484.0
2000-01-01,flights_intern,52.64,427.0
2000-02-01,flights_intern,52.8,427.0
2000-03-01,flights_intern,53.06,427.0
2000-04-01,flights_intern,56.55,427.0
2000-05-01,flights_intern,56.57,427.0
2000-06-01,flights_intern,56.53,427.0
2000-07-01,flights_intern,56.91,427.0
2000-08-01,flights_intern,57.6,427.0
2000-09-01,flights_intern,57.22,427.0
2000-10-01,flights_intern,57.26,427.0
2000-11-01,flights_intern,57.11,427.0
2000-12-01,flights_intern,56.99,427.0
2001-01-01,flights_intern,56.95,427.0
2001-02-01,flights_intern,57.19,427.0
2001-03-01,flights_intern,57.42,427.0
2001-04-01,flights_intern,57.65,427.0
2001-05-01,flights_intern,57.65,427.0
2001-06-01,flights_intern,57.69,427.0
2001-07-01,flights_intern,58.16,427.0
2001-08-01,flights_intern,58.14,427.0
2001-09-01,flights_intern,57.7,427.0
2001-10-01,flights_intern,58.8,427.0
2001-11-01,flights_intern,58.59,427.0
2001-12-01,flights_intern,59.05,427.0
2002-01-01,flights_intern,58.41,427.0
2002-02-01,flights_intern,58.34,427.0
2002-03-01,flights_intern,58.35,427.0
2002-04-01,flights_intern,61.77,427.0
2002-05-01,flights_intern,61.81,427.0
2002-06-01,flights_intern,61.76,427.0
2002-07-01,flights_intern,62.75,427.0
2002-08-01,flights_intern,64.6,427.0
2002-09-01,flights_intern,64.52,427.0
2002-10-01,flights_intern,64.61,427.0
2002-11-01,flights_intern,64.09,427.0
2002-12-01,flights_intern,64.63,427.0
2003-01-01,flights_intern,64.4,427.0
2003-02-01,flights_intern,64.67,427.0
2003-03-01,flights_intern,65.0,427.0
2003-04-01,flights_intern,65.6,427.0
2003-05-01,flights_intern,65.5,427.0
2003-06-01,flights_intern,66.5,427.0
2003-07-01,flights_intern,66.66,427.0
2003-08-01,flights_intern,66.56,427.0
2003-09-01,flights_intern,65.66,427.0
2003-10-01,flights_intern,65.77,427.0
2003-11-01,flights_intern,65.21,427.0
2003-12-01,flights_intern,65.75,427.0
2004-01-01,flights_intern,65.07,427.0
2004-02-01,flights_intern,65.2,427.0
2004-03-01,flights_intern,65.27,427.0
2004-04-01,flights_intern,65.74,427.0
2004-05-01,flights_intern,65.95,427.0
2004-06-01,flights_intern,67.16,427.0
2004-07-01,flights_intern,67.03,427.0
2004-08-01,flights_intern,67.2,427.0
2004-09-01,flights_intern,66.95,427.0
2004-10-01,flights_intern,67.15,427.0
2004-11-01,flights_intern,66.67,427.0
2004-12-01,flights_intern,67.13,427.0
2005-01-01,flights_intern,66.42,427.0
2005-02-01,flights_intern,66.43,427.0
2005-03-01,flights_intern,66.48,427.0
2005-04-01,flights_intern,68.1,427.0
2005-05-01,flights_intern,68.1,427.0
2005-06-01,flights_intern,69.39,427.0
2005-07-01,flights_intern,69.21,427.0
2005-08-01,flights_intern,69.51,427.0
2005-09-01,flights_intern,68.8,427.0
2005-10-01,flights_intern,69.18,427.0
2005-11-01,flights_intern,68.32,427.0
2005-12-01,flights_intern,69.33,427.0
2006-01-01,flights_intern,67.61,518.0
2006-02-01,flights_intern,67.62,518.0
2006-03-01,flights_intern,67.64,518.0
2006-04-01,flights_intern,69.18,518.0
2006-05-01,flights_intern,69.19,518.0
2006-06-01,flights_intern,71.41,518.0
2006-07-01,flights_intern,71.18,518.0
2006-08-01,flights_intern,71.61,518.0
2006-09-01,flights_intern,67.89,518.0
2006-10-01,flights_intern,67.76,518.0
2006-11-01,flights_intern,65.91,518.0
2006-12-01,flights_intern,66.48,518.0
2007-01-01,flights_intern,66.73,503.0
2007-02-01,flights_intern,66.55,503.0
2007-03-01,flights_intern,67.34,503.0
2007-04-01,flights_intern,67.28,503.0
2007-05-01,flights_intern,72.1,503.0
2007-06-01,flights_intern,71.57,503.0
2007-07-01,flights_intern,64.43,503.0
2007-08-01,flights_intern,68.17,503.0
2007-09-01,flights_intern,66.21,503.0
2007-10-01,flights_intern,68.5,503.0
2007-11-01,flights_intern,64.78,503.0
2007-12-01,flights_intern,62.33,503.0
2008-01-01,flights_intern,66.22,491.0
2008-02-01,flights_intern,70.75,491.0
2008-03-01,flights_intern,66.71,491.0
2008-04-01,flights_intern,75.17,491.0
2008-05-01,flights_intern,83.21,491.0
2008-06-01,flights_intern,86.07,491.0
2008-07-01,flights_intern,80.77,491.0
2008-08-01,flights_intern,81.65,491.0
2008-09-01,flights_intern,71.66,491.0
2008-10-01,flights_intern,77.34,491.0
2008-11-01,flights_intern,73.64,491.0
2008-12-01,flights_intern,72.09,491.0
2009-01-01,flights_intern,68.6,514.0
2009-02-01,flights_intern,76.9,514.0
2009-03-01,flights_intern,77.88,514.0
2009-04-01,flights_intern,83.3,514.0
2009-05-01,flights_intern,84.52,514.0
2009-06-01,flights_intern,84.33,514.0
2009-07-01,flights_intern,84.45,514.0
2009-08-01,flights_intern,72.19,514.0
2009-09-01,flights_intern,76.27,514.0
2009-10-01,flights_intern,80.75,514.0
2009-11-01,flights_intern,73.78,514.0
2009-12-01,flights_intern,63.59,514.0
2010-01-01,flights_intern,66.28,460.0
2010-02-01,flights_intern,76.0,460.0
2010-03-01,flights_intern,76.51,460.0
2010-04-01,flights_intern,93.81,460.0
2010-05-01,flights_intern,85.92,460.0
2010-06-01,flights_intern,87.05,460.0
2010-07-01,flights_intern,77.63,460.0
2010-08-01,flights_intern,73.25,460.0
2010-09-01,flights_intern,71.0,460.0
2010-10-01,flights_intern,69.9,460.0
2010-11-01,flights_intern,65.57,460.0
2010-12-01,flights_intern,57.16,460.0
2011-01-01,flights_intern,59.08,346.0
2011-02-01,flights_intern,61.93,346.0
2011-03-01,flights_intern,67.29,346.0
2011-04-01,flights_intern,82.73,346.0
2011-05-01,flights_intern,80.22,346.0
2011-06-01,flights_intern,85.64,346.0
2011-07-01,flights_intern,105.73,346.0
2011-08-01,flights_intern,109.44,346.0
2011-09-01,flights_intern,79.29,346.0
2011-10-01,flights_intern,82.81,346.0
2011-11-01,flights_intern,64.73,346.0
2011-12-01,flights_intern,71.93,346.0
2012-01-01,flights_intern,64.09,435.0
2012-02-01,flights_intern,64.47,435.0
2012-03-01,flights_intern,71.74,435.0
2012-04-01,flights_intern,83.12,435.0
2012-05-01,flights_intern,88.37,435.0
2012-06-01,flights_intern,81.18,435.0
2012-07-01,flights_intern,106.81,435.0
2012-08-01,flights_intern,105.95,435.0
2012-09-01,flights_intern,91.45,435.0
2012-10-01,flights_intern,90.64,435.0
2012-11-01,flights_intern,72.77,435.0
2012-12-01,flights_intern,84.79,435.0
2013-01-01,flights_intern,67.28,500.0
2013-02-01,flights_intern,76.38,500.0
2013-03-01,flights_intern,79.13,500.0
2013-04-01,flights_intern,83.64,500.0
2013-05-01,flights_intern,94.15,500.0
2013-06-01,flights_intern,93.68,500.0
2013-07-01,flights_intern,117.34,500.0
2013-08-01,flights_intern,112.94,500.0
2013-09-01,flights_intern,97.15,500.0
2013-10-01,flights_intern,93.61,500.0
2013-11-01,flights_intern,79.43,500.0
2013-12-01,flights_intern,87.49,500.0
2014-01-01,flights_intern,75.89,527.0
2014-02-01,flights_intern,81.5,527.0
2014-03-01,flights_intern,84.32,527.0
2014-04-01,flights_intern,109.02,527.0
2014-05-01,flights_intern,89.49,527.0
2014-06-01,flights_intern,96.76,527.0
2014-07-01,flights_intern,117.16,527.0
2014-08-01,flights_intern,121.92,527.0
2014-09-01,flights_intern,94.31,527.0
2014-10-01,flights_intern,94.55,527.0
2014-11-01,flights_intern,81.03,527.0
2014-12-01,flights_intern,92.1,527.0
2015-01-01,flights_intern,79.89,608.0
2015-02-01,flights_intern,89.88,608.0
2015-03-01,flights_intern,83.21,608.0
2015-04-01,flights_intern,97.4,608.0
2015-05-01,flights_intern,104.74,608.0
2015-06-01,flights_intern,99.02,608.0
2015-07-01,flights_intern,126.92,608.0
2015-08-01,flights_intern,131.91,608.0
2015-09-01,flights_intern,94.7,608.0
2015-10-01,flights_intern,103.72,608.0
2015-11-01,flights_intern,81.43,608.0
2015-12-01,flights_intern,107.18,608.0
2016-01-01,flights_intern,75.83,665.0
2016-02-01,flights_intern,80.62,665.0
2016-03-01,flights_intern,90.5,665.0
2016-04-01,flights_intern,93.43,665.0
2016-05-01,flights_intern,99.51,665.0
2016-06-01,flights_intern,97.12,665.0
2016-07-01,flights_intern,116.5,665.0
2016-08-01,flights_intern,124.31,665.0
2016-09-01,flights_intern,88.74,665.0
2016-10-01,flights_intern,97.98,665.0
2016-11-01,flights_intern,80.87,665.0
2016-12-01,flights_intern,98.99,665.0
2017-01-01,flights_intern,89.14,649.0
2017-02-01,flights_intern,81.44,649.0
2017-03-01,flights_intern,86.89,649.0
2017-04-01,flights_intern,120.95,649.0
2017-05-01,flights_intern,100.55,649.0
2017-06-01,flights_intern,92.33,649.0
2017-07-01,flights_intern,122.26,649.0
2017-08-01,flights_intern,120.64,649.0
2017-09-01,flights_intern,94.08,649.0
2017-10-01,flights_intern,97.33,649.0
2017-11-01,flights_intern,85.83,649.0
2017-12-01,flights_intern,100.25,649.0
2018-01-01,flights_intern,92.69,585.0
2018-02-01,flights_intern,89.19,585.0
2018-03-01,flights_intern,95.3,585.0
2018-04-01,flights_intern,108.06,585.0
2018-05-01,flights_intern,119.29,585.0
2018-06-01,flights_intern,96.78,585.0
2018-07-01,flights_intern,133.47,585.0
2018-08-01,flights_intern,134.01,585.0
2018-09-01,flights_intern,89.59,585.0
2018-10-01,flights_intern,100.51,585.0
2018-11-01,flights_intern,98.31,585.0
2018-12-01,flights_intern,90.73,585.0
2019-01-01,flights_intern,68.36,682.0
2019-02-01,flights_intern,84.64,682.0
2019-03-01,flights_intern,90.21,682.0
2019-04-01,flights_intern,125.95,682.0
2019-05-01,flights_intern,101.15,682.0
2019-06-01,flights_intern,108.35,682.0
2019-07-01,flights_intern,128.25,682.0
2019-08-01,flights_intern,138.81,682.0
2019-09-01,flights_intern,104.88,682.0
2019-10-01,flights_intern,126.16,682.0
2019-11-01,flights_intern,93.23,682.0
2019-12-01,flights_intern,91.92,682.0
2020-01-01,flights_intern,77.93,734.0
2020-02-01,flights_intern,92.11,734.0
2020-03-01,flights_intern,102.79,734.0
2020-04-01,flights_intern,0.0,734.0
2020-05-01,flights_intern,0.0,734.0
2020-06-01,flights_intern,0.0,734.0
2020-07-01,flights_intern,134.46,734.0
2020-08-01,flights_intern,108.87,734.0
2020-09-01,flights_intern,0.0,734.0
2020-10-01,flights_intern,0.0,734.0
2020-11-01,flights_intern,0.0,734.0
2020-12-01,flights_intern,0.0,734.0
2021-01-01,flights_intern,0.0,180.0
2021-02-01,flights_intern,0.0,180.0
2021-03-01,flights_intern,0.0,180.0
2021-04-01,flights_intern,0.0,180.0
2021-05-01,flights_intern,0.0,180.0
2021-06-01,flights_intern,0.0,180.0
2021-07-01,flights_intern,0.0,180.0
2021-08-01,flights_intern,137.07,180.0
2021-09-01,flights_intern,101.28,180.0
2021-10-01,flights_intern,137.66,180.0
2021-11-01,flights_intern,110.68,180.0
2021-12-01,flights_intern,118.08,180.0
2022-01-01,flights_intern,97.67,344.0
2022-02-01,flights_intern,99.48,344.0
2022-03-01,flights_intern,111.12,344.0
2022-04-01,flights_intern,159.61,344.0
2022-05-01,flights_intern,162.68,344.0
2022-06-01,flights_intern,161.33,344.0
2022-07-01,flights_intern,230.5,344.0
2022-08-01,flights_intern,268.18,344.0
2022-09-01,flights_intern,176.43,344.0
2022-10-01,flights_intern,197.96,344.0
2022-11-01,flights_intern,164.81,344.0
2022-12-01,flights_intern,172.74,344.0
2023-01-01,flights_intern,161.32,740.0
2023-02-01,flights_intern,156.27,740.0
1996-01-01,cameras,605.4,194.0
1996-02-01,cameras,605.4,194.0
1996-03-01,cameras,595.43,194.0
1996-04-01,cameras,596.33,194.0
1996-05-01,cameras,596.33,194.0
1996-06-01,cameras,578.89,194.0
1996-07-01,cameras,578.62,194.0
1996-08-01,cameras,578.62,194.0
1996-09-01,cameras,567.32,194.0
1996-10-01,cameras,567.86,194.0
1996-11-01,cameras,567.86,194.0
1996-12-01,cameras,553.27,194.0
1997-01-01,cameras,548.49,194.0
1997-02-01,cameras,548.49,194.0
1997-03-01,cameras,545.03,194.0
1997-04-01,cameras,545.26,194.0
1997-05-01,cameras,545.26,194.0
1997-06-01,cameras,542.08,194.0
1997-07-01,cameras,541.92,194.0
1997-08-01,cameras,541.92,194.0
1997-09-01,cameras,538.14,194.0
1997-10-01,cameras,543.36,194.0
1997-11-01,cameras,543.36,194.0
1997-12-01,cameras,534.65,194.0
1998-01-01,cameras,528.29,194.0
1998-02-01,cameras,528.1,194.0
1998-03-01,cameras,527.04,194.0
1998-04-01,cameras,524.76,194.0
1998-05-01,cameras,528.61,194.0
1998-06-01,cameras,530.67,194.0
1998-07-01,cameras,529.34,194.0
1998-08-01,cameras,530.24,194.0
1998-09-01,cameras,529.59,194.0
1998-10-01,cameras,529.7,194.0
1998-11-01,cameras,528.06,194.0
1998-12-01,cameras,527.4,194.0
1999-01-01,cameras,524.12,194.0
1999-02-01,cameras,514.97,194.0
1999-03-01,cameras,511.35,194.0
1999-04-01,cameras,509.79,194.0
1999-05-01,cameras,519.65,194.0
1999-06-01,cameras,518.73,194.0
1999-07-01,cameras,515.96,194.0
1999-08-01,cameras,514.91,194.0
1999-09-01,cameras,515.62,194.0
1999-10-01,cameras,513.41,194.0
1999-11-01,cameras,513.74,194.0
1999-12-01,cameras,516.81,194.0
2000-01-01,cameras,516.82,218.0
2000-02-01,cameras,516.58,218.0
2000-03-01,cameras,518.09,218.0
2000-04-01,cameras,518.4,218.0
2000-05-01,cameras,522.56,218.0
2000-06-01,cameras,515.12,218.0
2000-07-01,cameras,516.39,218.0
2000-08-01,cameras,517.22,218.0
2000-09-01,cameras,518.26,218.0
2000-10-01,cameras,518.35,218.0
2000-11-01,cameras,515.39,218.0
2000-12-01,cameras,514.64,218.0
2001-01-01,cameras,515.31,218.0
2001-02-01,cameras,512.58,218.0
2001-03-01,cameras,511.14,218.0
2001-04-01,cameras,511.94,218.0
2001-05-01,cameras,508.38,218.0
2001-06-01,cameras,508.29,218.0
2001-07-01,cameras,501.63,218.0
2001-08-01,cameras,505.32,218.0
2001-09-01,cameras,500.34,218.0
2001-10-01,cameras,500.16,218.0
2001-11-01,cameras,499.81,218.0
2001-12-01,cameras,498.14,218.0
2002-01-01,cameras,494.25,218.0
2002-02-01,cameras,494.81,218.0
2002-03-01,cameras,491.74,218.0
2002-04-01,cameras,486.34,218.0
2002-05-01,cameras,477.49,218.0
2002-06-01,cameras,478.77,218.0
2002-07-01,cameras,476.36,218.0
2002-08-01,cameras,467.28,218.0
2002-09-01,cameras,460.48,218.0
2002-10-01,cameras,454.3,218.0
2002-11-01,cameras,449.9,218.0
2002-12-01,cameras,442.33,218.0
2003-01-01,cameras,437.8,218.0
2003-02-01,cameras,434.17,218.0
2003-03-01,cameras,430.27,218.0
2003-04-01,cameras,424.09,218.0
2003-05-01,cameras,428.09,218.0
2003-06-01,cameras,421.43,218.0
2003-07-01,cameras,413.51,218.0
2003-08-01,cameras,402.11,218.0
2003-09-01,cameras,397.73,218.0
2003-10-01,cameras,395.7,218.0
2003-11-01,cameras,390.94,218.0
2003-12-01,cameras,378.35,218.0
2004-01-01,cameras,369.02,218.0
2004-02-01,cameras,358.87,218.0
2004-03-01,cameras,348.65,218.0
2004-04-01,cameras,345.59,218.0
2004-05-01,cameras,348.23,218.0
2004-06-01,cameras,341.9,218.0
2004-07-01,cameras,348.03,218.0
2004-08-01,cameras,342.48,218.0
2004-09-01,cameras,331.93,218.0
2004-10-01,cameras,326.19,218.0
2004-11-01,cameras,321.53,218.0
2004-12-01,cameras,315.09,218.0
2005-01-01,cameras,312.09,218.0
2005-02-01,cameras,305.11,218.0
2005-03-01,cameras,301.14,218.0
2005-04-01,cameras,305.12,218.0
2005-05-01,cameras,302.24,218.0
2005-06-01,cameras,300.72,218.0
2005-07-01,cameras,300.96,218.0
2005-08-01,cameras,294.37,218.0
2005-09-01,cameras,289.2,218.0
2005-10-01,cameras,278.85,218.0
2005-11-01,cameras,272.79,218.0
2005-12-01,cameras,265.92,218.0
2006-01-01,cameras,258.93,157.0
2006-02-01,cameras,251.33,157.0
2006-03-01,cameras,247.48,157.0
2006-04-01,cameras,244.07,157.0
2006-05-01,cameras,241.65,157.0
2006-06-01,cameras,240.08,157.0
2006-07-01,cameras,236.57,157.0
2006-08-01,cameras,231.93,157.0
2006-09-01,cameras,226.48,157.0
2006-10-01,cameras,222.79,157.0
2006-11-01,cameras,215.48,157.0
2006-12-01,cameras,209.24,157.0
2007-01-01,cameras,205.63,125.0
2007-02-01,cameras,203.6,125.0
2007-03-01,cameras,199.36,125.0
2007-04-01,cameras,199.52,125.0
2007-05-01,cameras,195.37,125.0
2007-06-01,cameras,191.77,125.0
2007-07-01,cameras,188.64,125.0
2007-08-01,cameras,185.85,125.0
2007-09-01,cameras,181.77,125.0
2007-10-01,cameras,176.52,125.0
2007-11-01,cameras,170.26,125.0
2007-12-01,cameras,167.09,125.0
2008-01-01,cameras,161.78,123.0
2008-02-01,cameras,157.9,123.0
2008-03-01,cameras,154.21,123.0
2008-04-01,cameras,162.71,123.0
2008-05-01,cameras,159.24,123.0
2008-06-01,cameras,154.48,123.0
2008-07-01,cameras,151.8,123.0
2008-08-01,cameras,147.99,123.0
2008-09-01,cameras,142.25,123.0
2008-10-01,cameras,137.11,123.0
2008-11-01,cameras,133.34,123.0
2008-12-01,cameras,129.22,123.0
2009-01-01,cameras,127.07,118.0
2009-02-01,cameras,124.97,118.0
2009-03-01,cameras,125.91,118.0
2009-04-01,cameras,127.45,118.0
2009-05-01,cameras,126.85,118.0
2009-06-01,cameras,126.71,118.0
2009-07-01,cameras,133.15,118.0
2009-08-01,cameras,134.77,118.0
2009-09-01,cameras,132.52,118.0
2009-10-01,cameras,129.2,118.0
2009-11-01,cameras,127.22,118.0
2009-12-01,cameras,124.46,118.0
2010-01-01,cameras,122.9,128.0
2010-02-01,cameras,122.82,128.0
2010-03-01,cameras,120.26,128.0
2010-04-01,cameras,118.82,128.0
2010-05-01,cameras,126.69,128.0
2010-06-01,cameras,125.79,128.0
2010-07-01,cameras,123.96,128.0
2010-08-01,cameras,128.7,128.0
2010-09-01,cameras,127.74,128.0
2010-10-01,cameras,127.55,128.0
2010-11-01,cameras,126.16,128.0
2010-12-01,cameras,124.74,128.0
2011-01-01,cameras,122.32,115.0
2011-02-01,cameras,120.92,115.0
2011-03-01,cameras,117.09,115.0
2011-04-01,cameras,115.77,115.0
2011-05-01,cameras,117.88,115.0
2011-06-01,cameras,117.77,115.0
2011-07-01,cameras,122.61,115.0
2011-08-01,cameras,127.31,115.0
2011-09-01,cameras,124.62,115.0
2011-10-01,cameras,119.07,115.0
2011-11-01,cameras,116.92,115.0
